,50PLUS,CDA,CU,D66,DENK,FVD,GL,PvdA,PvdD,PVV,SGP,SP,VVD
kernwapenvrije,"0,0","0,0","0,0","0,0","0,2702","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
keuren,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
keurslijf,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,1183","0,0","0,0534"
keuzevak,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
kiessysteem,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
kige,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
kinderbijslagbedrag,"0,0","0,0","0,0","0,0","0,4054","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
klagen,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
klampt,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
klassengrootte,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,1512","0,0"
kleineondernemersregeling,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
kolenbelasting,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
kolonisator,"0,0","0,0","0,0","0,0","0,2702","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
koningshuis,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
koninkrijksverband,"0,0","0,0","0,0","0,0","0,1351","0,0","0,1323","0,0","0,0","0,0","0,0","0,0","0,0"
koopkrachtmodellen,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
koude,"0,0","0,0","0,0","0,0","0,1351","0,2586","0,0","0,0","0,0","0,0","0,0591","0,1512","0,0"
krediet,"0,0","0,0","0,0","0,0","0,5405","0,0","0,0","0,1197","0,0","0,0","0,0","0,3023","0,0534"
kredietaanvraag,"0,0","0,0","0,0","0,0","0,6756","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
kredietbeoordelaar,"0,0","0,0","0,0","0,0","0,2702","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
kredietbeoordeling,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
kringlooplandbouw,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,1512","0,0"
kringlooplandbouwmethode,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
kunstmatig,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,1796","0,0","0,0","0,0591","0,1512","0,0534"
kuzu,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
kvk,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
kwaliteitsuitkomst,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
kwantiteit,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0599","0,0","0,0","0,0","0,0","0,0534"
kwetsbaarste,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
laagland,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0599","0,0","0,0","0,0","0,0","0,0"
lander,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
langman,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
lastenverhoging,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0591","0,0","0,0"
latifa,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
legd,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0599","0,0","0,0","0,0","0,0","0,0"
lekken,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0983","0,0","0,0","0,3023","0,0"
lerarentekort,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
lerende,"0,0","0,0","0,0","0,0","0,8107","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
levensbehoefte,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0599","0,0","0,0","0,0","0,0","0,0"
levenssituatie,"0,0","0,0","0,0","0,0","0,2702","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
levenswijze,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
levenswijzen,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
library,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
liefdadigheidsinstelling,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
lijstvolgorde,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
lineaire,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
loksollicitatie,"0,0","0,0","0,0","0,0","0,2702","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
loonkloof,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
loonongelijkheid,"0,0","0,0","0,0","0,0","0,4054","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
losgeraakt,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
loskoppelen,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
losses,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
luiden,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0599","0,0","0,0","0,0","0,0","0,0"
maandenlang,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
maatgevend,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
maatschappijbeeld,"0,0","0,0","0,0","0,0","0,2702","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
machtscentrum,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
mal,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0599","0,0","0,0","0,0591","0,0","0,0"
management,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0591","0,0","0,0"
mandarijn,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
mankement,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
mariam,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
marketingpraktijken,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
marsman,"0,0","0,0","0,0","0,0","0,4054","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
massamoorden,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
massaproductie,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
masteropleiding,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,1183","0,0","0,0"
matching,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
medicijnfabrikant,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
meeveranderen,"0,0","0,0","0,0","0,0","0,5405","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
melding,"0,0","0,0","0,0","0,0","0,2702","0,2586","0,0","0,0","0,0","0,0","0,0591","0,0","0,0534"
menkader,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
mensen,"0,0","0,0","0,0","0,0","0,2702","0,0","0,0","0,0","0,0","0,0","0,0","0,3023","0,0"
middeleeuwen,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
middels,"0,0","0,0","0,0","0,0","0,2702","0,2586","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
migrantenachtergrond,"0,0","0,0","0,0","0,0","1,3512","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
migratiegeschiedenis,"0,0","0,0","0,0","0,0","0,2702","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
migratiestroom,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0534"
miljonairssubsidie,"0,0","0,0","0,0","0,0","0,2702","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
mislukte,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
mkbaer,"0,0","0,0","0,0","0,0","0,9458","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
mln,"0,0","0,0","0,0","0,0","0,8107","0,2586","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
molukse,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
monarchie,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,1183","0,1512","0,0"
mondig,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
monocultuur,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
moslimminderheid,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
mouw,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,1774","0,0","0,0534"
mulder,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0599","0,0","0,0","0,0","0,0","0,0"
murat,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
myanmar,"0,0","0,0","0,0","0,0","0,5405","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
mínder,"0,0","0,0","0,0","0,0","0,6756","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
nabijheid,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0534"
nakomeling,"0,0","0,0","0,0","0,0","0,2702","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
nalisme,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
namens,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1067"
naming,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
national,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
natuurgeweld,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
nederzetting,"0,0","0,0","0,0","0,0","0,2702","0,0","0,1323","0,0599","0,0","0,0","0,0","0,3023","0,0"
neerkomen,"0,0","0,0","0,0","0,0","0,2702","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
neiging,"0,0","0,0","0,0","0,0","0,2702","0,0","0,0","0,0","0,0","0,0","0,1183","0,0","0,0"
nekklem,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
neokolonialistisch,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0591","0,0","0,0"
neoliberalisme,"0,0","0,0","0,0","0,0","0,2702","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
netherlands,"0,0","0,0","0,0","0,0","0,4054","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0534"
niger,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
nijpender,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
nipo,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
nologisch,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0599","0,0","0,0","0,0","0,0","0,0"
noordzeegebied,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
noot,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
nostalgisch,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
novib,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
nú,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,1183","0,0","0,0"
oecd,"0,0","0,0","0,0","0,0","0,2702","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
ol,"0,0","0,0","0,0","0,0","0,4054","0,0","0,0","0,0","0,2948","0,0","0,0591","0,1512","0,0"
olm,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
omgesprongen,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0534"
omkijken,"0,0","0,0","0,0","0,0","0,2702","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
omkomen,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
omzetderving,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
on,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
onbetwist,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
onderdaan,"0,0","0,0","0,0","0,0","0,1351","0,2586","0,0","0,0","0,0","0,0","0,0","0,0","0,0534"
ondernemend,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0599","0,0","0,0","0,0","0,0","0,0"
ondernemende,"0,0","0,0","0,0","0,0","0,2702","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
ondernemershuis,"0,0","0,0","0,0","0,0","0,2702","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
ondernemerskredietbank,"0,0","0,0","0,0","0,0","0,2702","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
onderschatten,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
ondersteunde,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0599","0,0","0,0","0,0","0,0","0,0"
ondersteuningscentrum,"0,0","0,0","0,0","0,0","0,2702","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
onderwijsachterstandenbeleid,"0,0","0,0","0,0","0,0","0,2702","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
onderwijsinitief,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
onderwijsloopbaan,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0591","0,0","0,0"
onderwijsvormen,"0,0","0,0","0,0","0,0","0,2702","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
onderzeeboten,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,2366","0,0","0,0"
ondubbelzinnig,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
oneens,"0,0","0,0","0,0","0,0","0,1351","0,0","0,1323","0,0","0,0","0,0","0,0","0,0","0,0534"
oneindig,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0534"
ongelovig,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,1512","0,0"
onmenselijk,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
onomkeerbaar,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
onontwikkeld,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
ontlenen,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
ontregel,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,0"
onveranderlijk,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
onverantwoordelijk,"0,0","0,0","0,0","0,0","0,2702","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
onverenigbaar,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
onverwerkt,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
onverzekerd,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
oob,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
opdring,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0591","0,0","0,0"
opdringen,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0599","0,0","0,0","0,0","0,0","0,0"
opfleur,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
opheffing,"0,0","0,0","0,0","0,0","0,2702","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
opportunistisch,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
opricht,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
order,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
overdrachten,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
overheadkosten,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
overheidsbijdrage,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
overheidsfunctie,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
overheidspersoneel,"0,0","0,0","0,0","0,0","0,2702","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
oxfam,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0599","0,0","0,0","0,0","0,0","0,0"
pakket,"0,0","0,0","0,0","0,0","0,1351","0,2586","0,1323","0,0","0,0","0,0","0,0","0,1512","0,0"
pan,"0,0","0,0","0,0","0,0","0,4054","0,0","0,0","0,0","0,0","0,0","0,0591","0,0","0,0"
panteia,"0,0","0,0","0,0","0,0","0,2702","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
partnerverlof,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
passagier,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0534"
paternalisme,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,1512","0,0"
pensioenbewustzijn,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
personeelslid,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
pideal,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
pieterszoon,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
pijbeeld,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
pilots,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0983","0,0","0,0","0,0","0,1067"
plaatsgemaakt,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
plaatsmaken,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,1512","0,0"
pleegkinderen,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
plichtsbesef,"0,0","0,0","0,0","0,0","0,2702","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
pluimen,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
plus,"0,0","0,0","0,0","0,0","0,2702","0,0","0,0","0,0599","0,0","0,0","0,0","0,0","0,0"
political,"0,0","0,0","0,0","0,0","0,2702","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
politiecapaciteit,"0,0","0,0","0,0","0,0","0,4054","0,0","0,1323","0,0","0,0","0,0","0,0","0,0","0,0"
politiefunction,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
politiegeweld,"0,0","0,0","0,0","0,0","0,5405","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
politieopleiding,"0,0","0,0","0,0","0,0","0,2702","0,0","0,1323","0,0","0,0","0,0","0,0","0,0","0,0"
politioneel,"0,0","0,0","0,0","0,0","0,2702","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
poortwachter,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
population,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
populier,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
populistische,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
portugees,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
praktijkstage,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
premiebetalend,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
premiemaximum,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
preventiefond,"0,0","0,0","0,0","0,0","0,5405","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
prijsniveau,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
prikkelen,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
prima,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,2366","0,0","0,0534"
privilege,"0,0","0,0","0,0","0,0","0,4054","0,0","0,0","0,0599","0,0","0,0","0,0","0,0","0,0"
problematisering,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
productdumping,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
productieafval,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
proportie,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
protestant,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
provinciebesturen,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
punitiever,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
quo,"0,0","0,0","0,0","0,0","0,1351","0,0","0,1323","0,0","0,0","0,0","0,0","0,0","0,0"
quotumregeling,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0599","0,0","0,0","0,0","0,0","0,0"
raadplegen,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
racial,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
racismepolitie,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
racismeregister,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
racist,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
racistische,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
rap,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0599","0,0","0,0","0,0591","0,0","0,0534"
rassenharmonie,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
rathenau,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
rechtsspraak,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
rechtstatelijk,"0,0","0,0","0,0","0,0","0,2702","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
rechtvaardiger,"0,0","0,0","0,0","0,0","0,2702","0,0","0,1323","0,2394","0,0","0,0","0,0","0,0","0,0"
reclameactiviteiten,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
reference,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
regiobijeenkomst,"0,0","0,0","0,0","0,0","0,1351","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
