,50PLUS,CDA,CU,D66,DENK,FVD,GL,PvdA,PvdD,PVV,SGP,SP,VVD
vestigingseis,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
vet,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0817","0,0477","0,249","0,0","0,0345","0,0","0,0"
veteranenzorg,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0524"
vicieuze,"0,0","0,0","0,034","0,0","0,1534","0,0","0,0","0,0477","0,0498","0,0","0,0","0,0","0,0"
vierlaagscontainervaart,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
vijandelijk,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
vijftien,"0,0","0,0","0,068","0,0328","0,0","0,0","0,0817","0,0","0,0","0,0","0,0345","0,0","0,1049"
vink,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
visieloze,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
visies,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0477","0,0","0,0","0,0","0,0","0,0"
visitatie,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
visite,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
viskeurmerk,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
visproduct,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
vissen,"0,0","0,0","0,1359","0,0","0,0","0,1313","0,245","0,0","0,8964","0,0","0,0691","0,0","0,0"
visserijbedrijf,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
visserijbeleid,"0,0","0,0","0,068","0,0","0,0","0,2626","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
visserijsector,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
visserijtechniek,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0"
vissers,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,501","0,0","0,0","0,0"
visstand,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0"
visueel,"0,0","0,0","0,068","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
visum,"0,0","0,0","0,034","0,0655","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0524"
vlees,"0,0","0,0","0,034","0,1638","0,1534","0,0","0,245","0,0477","0,8964","0,501","0,0691","0,0","0,2622"
vliegen,"0,0","0,0","0,2379","0,2948","0,0","0,0","0,0","0,1909","0,249","0,2505","0,0345","0,4564","0,0"
vliegslots,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
vliegticket,"0,0","0,0","0,068","0,0328","0,1534","0,0","0,0817","0,0477","0,0","0,0","0,0345","0,0","0,0"
vliegverkeer,"0,0","0,0","0,1019","0,0","0,1534","0,1313","0,0","0,0","0,1494","0,0","0,0","0,2282","0,0"
vliegwerk,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
vlissingen,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0"
vlotte,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0"
vluchtelingenbeweging,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
vluchtelingenkam,"0,0","0,0","0,1359","0,0655","0,1534","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0"
vluchtelingenkamp,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
vluchtelingenstromen,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1049"
vluchtelingenverdrag,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0817","0,0","0,0","0,2505","0,0","0,2282","0,0524"
vluchtige,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
vluchtiger,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
vluchtstrook,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
voedergewassen,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
voedingsindustrie,"0,0","0,0","0,034","0,0655","0,0","0,0","0,0","0,0477","0,249","0,0","0,0","0,0","0,0"
voedingsketen,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
voedingsmiddelenindustrie,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
voedingspatroon,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
voedingsstof,"0,0","0,0","0,068","0,0","0,0","0,1313","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
voedingsstoffenkringloop,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
voedselbank,"0,0","0,0","0,068","0,0","0,0","0,0","0,4084","0,0477","0,0","0,0","0,0","0,0","0,0"
voedselgewas,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
voedselhulp,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
voedselmarkt,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0","0,0","0,0"
voedselproducent,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
voedselproductie,"0,0","0,0","0,034","0,0983","0,0","0,1313","0,0","0,0477","0,1992","0,0","0,0345","0,0","0,2097"
voedselverliezen,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
voedselverspilling,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0996","0,0","0,0345","0,0","0,0"
voedselvoorziening,"0,0","0,0","0,1359","0,0","0,0","0,0","0,0817","0,0477","0,1494","0,0","0,1381","0,0","0,1049"
voedt,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0477","0,0","0,0","0,0345","0,0","0,0"
voer,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
voertuig,"0,0","0,0","0,068","0,0655","0,0","0,0","0,0","0,0477","0,0996","0,0","0,0","0,0","0,2097"
voertuigtype,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
voetbalveld,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0477","0,0498","0,0","0,0","0,0","0,0"
volhoudbaar,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
volhoudbare,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
volhouden,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0524"
volk,"0,0","0,0","0,1699","0,0","0,1534","0,0","0,1633","0,0","0,0498","0,0","0,0691","0,2282","0,0"
volkenrechtelijk,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0477","0,0","0,0","0,0","0,0","0,0524"
volksgezondheid,"0,0","0,0","0,1359","0,1965","1,0739","0,0","0,245","0,1909","0,5478","0,0","0,2072","0,0","0,9962"
volkshuisvestingsbeleid,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
volkswijk,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
volumeprikkel,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
volwassen,"0,0","0,0","0,1019","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1036","0,0","0,0524"
vond,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
vonk,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
vooraan,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
voorafgaand,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1573"
voorbehouden,"0,0","0,0","0,034","0,0328","0,1534","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
voorbereiding,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0","0,0498","0,0","0,1726","0,2282","0,0"
voordelig,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
voordeur,"0,0","0,0","0,034","0,0983","0,0","0,0","0,0","0,0955","0,0","0,0","0,0345","0,0","0,0"
voordracht,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
voorhanden,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0477","0,0498","0,0","0,0","0,0","0,0"
voorhoede,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
voorkom,"0,0","0,0","0,1019","0,0","0,1534","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
voorlichten,"0,0","0,0","0,034","0,0","0,1534","0,0","0,0","0,0","0,0498","0,0","0,0345","0,0","0,0"
voormalig,"0,0","0,0","0,1019","0,0328","0,1534","0,0","0,0817","0,0477","0,0996","0,0","0,0","0,0","0,0"
voornemen,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0477","0,0498","0,0","0,0345","0,0","0,1573"
vooropzet,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
voorschrijven,"0,0","0,0","0,034","0,0","0,0","0,2626","0,0","0,0","0,0","0,0","0,0691","0,0","0,0524"
voorselectie,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
voorspelbaar,"0,0","0,0","0,034","0,0655","0,0","0,0","0,0","0,0477","0,0","0,0","0,0","0,0","0,0"
voorspelbaarder,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0524"
voorspelbaarheid,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0524"
voorstelde,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
voortaan,"0,0","0,0","0,3398","0,3603","0,0","0,1313","0,49","0,3342","0,4482","0,0","0,2072","4,3359","0,7340000000000001"
voortbouwend,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0817","0,0","0,0","0,0","0,0","0,0","0,0"
voortkomend,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
voortkwamen,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
voortvarende,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
voortvloeiende,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0477","0,0","0,0","0,0","0,0","0,0"
voortzetting,"0,0","0,0","0,034","0,0","0,0","0,1313","0,0","0,0","0,0","0,0","0,0","0,0","0,0524"
vooruitgeschoven,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
voorwaardelijkheid,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
voorzichtig,"0,0","0,0","0,068","0,0328","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0524"
voorzieningenwijzer,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
vordering,"0,0","0,0","0,1359","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
voren,"0,0","0,0","0,068","0,0328","0,1534","0,0","0,0","0,0477","0,0","0,0","0,1036","0,0","0,0"
vorig,"0,0","0,0","0,068","0,0328","0,3068","0,0","0,3267","0,0","0,0","1,002","0,0","0,2282","0,0524"
vormingsonderwijs,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
voucher,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0477","0,0","0,0","0,0","0,0","0,0"
vraagbaak,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
vrachtverkeer,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0477","0,0","0,0","0,1036","0,0","0,0"
vrachtververvoer,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
vrachtvervoer,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
vrachtwagen,"0,0","0,0","0,034","0,0328","0,0","0,1313","0,0","0,0","0,0498","0,0","0,1381","0,0","0,0524"
vrederechter,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0955","0,0","0,0","0,0","0,0","0,0"
vredesproces,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0477","0,0","0,0","0,0","0,0","0,0"
vredesrechtbank,"0,0","0,0","0,1019","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
vredesregeling,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
vredestichter,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
vredig,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
vreemd,"0,0","0,0","0,1019","0,0328","0,0","0,0","0,0817","0,0","0,0","0,501","0,1036","0,0","0,0524"
vreemdeling,"0,0","0,0","0,034","0,0655","0,0","0,0","0,0","0,0","0,0","0,2505","0,0691","0,0","0,0524"
vreemdelingenbewaring,"0,0","0,0","0,034","0,0655","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0524"
vreemdelingendetentie,"0,0","0,0","0,068","0,0","0,0","0,0","0,0817","0,0","0,0","0,0","0,0","0,0","0,0"
vreselijk,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0","0,0","0,501","0,0345","0,0","0,0524"
vriendelijk,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
vriendengroep,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
vrijemarktkapitalisme,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
vrijhandel,"0,0","0,0","0,068","0,0","0,0","0,1313","0,0817","0,0","0,1494","0,0","0,0","0,2282","0,1049"
vrijhandelsakkoord,"0,0","0,0","0,1019","0,0","0,1534","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0524"
vrijkomen,"0,0","0,0","0,1019","0,0328","0,0","0,1313","0,1633","0,0","0,249","0,0","0,0345","0,0","0,0524"
vrijlatingsregeling,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
vrijmaken,"0,0","0,0","0,034","0,0328","1,2274","0,0","0,0","0,0955","0,0498","0,2505","0,1036","0,0","0,0"
vrijwel,"0,0","0,0","0,1019","0,0","0,0","0,5251","0,1633","0,0955","0,3486","0,0","0,2762","0,0","0,0"
vrijwillige,"0,0","0,0","0,034","0,0328","0,0","0,1313","0,0","0,1909","0,0","0,7515","0,1036","0,2282","0,0"
vrijwilligersloket,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
vrijwilligersorganisatie,"0,0","0,0","0,068","0,0","0,0","0,0","0,0817","0,0477","0,0","0,0","0,0691","0,0","0,0"
vrijwilligersplatforms,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
vroegbescherming,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
vroegschoolse,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
vroegtijdige,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
vrouwenbesnijdenis,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0"
vrucht,"0,0","0,0","0,1019","0,0655","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
vruchtbaar,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0","0,0498","0,0","0,1726","0,0","0,0"
vs,"0,0","0,0","0,1359","0,131","0,1534","0,2626","0,0","0,2387","0,0","0,501","0,1036","0,0","0,1573"
vsl,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
vve,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
vws,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,1432","0,0","0,0","0,0691","0,0","0,0"
waakhond,"0,0","0,0","0,1359","0,0983","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
waaraan,"0,0","0,0","0,068","0,131","0,0","0,0","0,1633","0,1432","0,0498","0,0","0,0691","0,0","0,0524"
waarborgfonds,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
waarborgt,"0,0","0,0","0,068","0,0328","0,0","0,3939","0,0","0,0","0,0498","0,2505","0,0","0,0","0,0"
waardaardgas,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
waardig,"0,0","0,0","0,3398","0,0983","0,0","0,0","0,0817","0,0","0,0498","0,0","0,0","0,2282","0,0524"
waarschuwingscampagne,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
waarvoor,"0,0","0,0","0,068","0,0","0,0","0,0","0,245","0,1909","0,0","0,2505","0,0691","0,0","0,0524"
wachttijd,"0,0","0,0","0,068","0,0328","0,0","0,0","0,1633","0,0","0,0498","0,0","0,0","0,0","0,0"
wachttijden,"0,0","0,0","0,1359","0,0","0,0","0,1313","0,0","0,0955","0,0498","0,0","0,0345","0,0","0,0"
waddengebied,"0,0","0,0","0,1019","0,0","0,0","0,0","0,0817","0,0477","0,0","0,0","0,0","0,0","0,0"
wagen,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0477","0,0","0,0","0,0345","0,0","0,1049"
wagenpark,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
wakker,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0477","0,0498","0,0","0,0","0,0","0,0"
wal,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,1036","0,0","0,1049"
wanbeheer,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
wandeling,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
wanpraktijk,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0477","0,0","0,0","0,0","0,0","0,0"
wantrouwen,"0,0","0,0","0,1359","0,0328","0,0","0,0","0,1633","0,2387","0,0","0,0","0,1036","0,2282","0,0"
wapenexport,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0524"
wapenhandel,"0,0","0,0","0,034","0,0","0,1534","0,0","0,0","0,0","0,0498","0,0","0,0345","0,0","0,0"
wapensystemen,"0,0","0,0","0,034","0,131","0,0","0,0","0,1633","0,0955","0,0","0,0","0,0691","0,0","0,0"
warm,"0,0","0,0","0,4078","0,3276","0,1534","0,0","0,245","0,0477","0,3486","0,0","0,2072","0,0","0,0524"
warmtefonds,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1049"
warmteleverancier,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0524"
warmteoplossing,"0,0","0,0","0,068","0,0","0,0","0,0","0,0817","0,0","0,0","0,0","0,0","0,0","0,0"
warmtepom,"0,0","0,0","0,034","0,0655","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0"
warmtevoorziening,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1381","0,0","0,0"
wasmachine,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
wassen,"0,0","0,0","0,2039","0,2293","0,1534","0,0","0,0","0,0","0,7968","0,2505","0,1726","0,0","0,0524"
waterbeheer,"0,0","0,0","0,1019","0,0","0,0","0,0","0,3267","0,0","0,0","0,0","0,0345","0,0","0,0"
waterberging,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0"
wateren,"0,0","0,0","0,1019","0,0328","0,0","0,1313","0,0","0,0","0,0996","0,0","0,0691","0,0","0,1573"
waterkering,"0,0","0,0","0,034","0,0","0,1534","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0"
wateroverlast,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0","0,0996","0,0","0,0691","0,0","0,0"
wateroverschot,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
waterrobuust,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
watersnoodramp,"0,0","0,0","0,034","0,0655","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
waterstand,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
waterstoftankstation,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
watersysteem,"0,0","0,0","0,1359","0,0","0,0","0,0","0,0817","0,0","0,0","0,0","0,0691","0,0","0,0"
watertekort,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,2282","0,0"
watertoetsproces,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
waterveiligheid,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0"
weapon,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
webcrawler,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
wederopbouw,"0,0","0,0","0,1359","0,0328","0,1534","0,0","0,1633","0,0477","0,0","0,0","0,0","0,0","0,1049"
weerhouden,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
weeromstuit,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
weersextremen,"0,0","0,0","0,068","0,0","0,0","0,1313","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
weeskinderen,"0,0","0,0","0,034","0,0","0,1534","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
wegdrukt,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
weggooien,"0,0","0,0","0,068","0,0328","0,0","0,0","0,0817","0,0","0,0498","0,0","0,0345","0,0","0,0"
weghalen,"0,0","0,0","0,034","0,0328","0,1534","0,0","0,0","0,0","0,1494","0,0","0,0","0,2282","0,0"
weginfrastructuur,"0,0","0,0","0,1359","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
wegkijken,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,2282","0,0"
wegkomen,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0524"
wegleggen,"0,0","0,0","0,034","0,0","0,0","0,1313","0,0","0,0","0,0","0,0","0,0","0,0","0,0524"
weglopen,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0524"
wegtransport,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
wegvallen,"0,0","0,0","0,034","0,0328","0,0","0,0","0,0","0,0477","0,0","0,0","0,0","0,0","0,0"
wegverkeer,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,1494","0,0","0,0","0,0","0,0524"
wegvervoer,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
wegvloeien,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0345","0,0","0,0"
wegwerken,"0,0","0,0","0,1019","0,0","0,0","0,0","0,0","0,0","0,0498","0,0","0,0","0,0","0,0"
wegwerpplastic,"0,0","0,0","0,068","0,0","0,0","0,0","0,0","0,0477","0,0498","0,0","0,0","0,0","0,0"
wegwerpproduct,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
weidegang,"0,0","0,0","0,068","0,0","0,0","0,0","0,0817","0,0477","0,0","0,0","0,0","0,2282","0,1049"
weidevogelpopulatie,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
weiland,"0,0","0,0","0,034","0,0","0,0","0,1313","0,0","0,0","0,1494","0,2505","0,0345","0,0","0,0"
wek,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
wekengrens,"0,0","0,0","0,1019","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
wekken,"0,0","0,0","0,1019","0,1965","0,0","0,0","0,0","0,0","0,2988","0,0","0,0691","0,0","0,1573"
weleer,"0,0","0,0","0,034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
welkom,"0,0","0,0","0,034","0,0328","0,0","0,1313","0,0","0,2864","0,1494","0,0","0,0","0,0","0,0"
